runningId,oid_mivne,id_binyan,t_sug_mivne,ms_komot,shem_mivne,t_amudim,id_binyan_orig,gova2009
,29059,30831,____ ____,4,,__,69775,17
,29060,30832,____ ____,3,,__,76619,15
,29061,30833,____ ____,4,,__,76576,14
,29062,30834,____ ____,4,,__,69771,18
,29063,30835,____ ____,3,,__,69769,16
,29064,30836,____ ____,4,,__,69782,14
,29065,30837,____ ____,4,,__,69767,17
,29066,30838,____ ____,4,,__,69776,18
,29067,30839,____ ____,4,,__,69780,20
,29068,30841,____ ____,4,,__,69765,18
,29069,30842,____ ____,3,,__,73420,16
,29070,30843,____ ____,3,,__,77041,16
,29071,30844,____ ____,4,,__,73417,15
,29072,30845,____ ____,4,,_____ ____ ______,69772,20
,29073,30846,____ ____,3,,__,76810,14
,29074,30847,____ ____,3,,__,69770,14
,29075,30848,____ ____,4,,__,69756,17
,29076,30849,____ ____,4,,__,69766,18
,29077,30850,____ ____,4,,__,69768,16
,29078,30851,____ ____,3,,__,69754,16
,29079,30852,____ ____,4,,__,69752,18
,29080,30853,____ _____,2,,__,76611,21
,29081,30854,____ ____,4,,_____ ____ ______,76771,17
,29082,30855,____ ____,3,,__,77033,12
,29083,30856,____ ____,3,,__,76570,15
,29084,30857,____ ____,4,,__,73414,16
,29085,30858,____ ____,3,,__,76769,16
,29086,30859,____ ____,4,,_____ ____ ______,73409,19
,29088,30861,____ ____,4,,__,76616,16
,29089,30863,____ ____,4,,_____ ____ ______,69787,18
,29090,30864,____ ____,5,,__,77035,19
,29091,30865,____ ____,5,,__,69750,22
,29092,30866,____ ____,3,,__,72920,19
,29093,30867,____ ____,4,,__,130199,19
,29094,30868,____ ____,4,,__,76805,17
,29095,30869,____ ____,4,,__,76563,16
,29096,30870,____ ____,3,,__,76795,15
,29097,30871,____ ____,4,,__,77023,19
,29098,30872,____ ____,3,,__,69783,13
,29099,30873,____ ____,3,,__,77039,14
,29100,30874,____ ____,5,,__,72957,21
,29101,30875,____ ____,5,,__,72953,19
,29102,30876,____ ____,3,,__,72937,12
,29103,30877,____ ____,1,,__,56433,12
,29104,30878,____ ____,5,,__,72939,15
,29105,30879,____ ____,3,,__,77057,12
,29106,30880,____ ____,3,,__,77059,12
,29107,30881,____ ____,3,,__,77060,17
,29108,30882,____ ____,3,,__,76694,16
,29109,30883,____ ____,3,,__,73428,12
,29110,30884,____ ____,1,,__,76809,15
,29111,30885,____ ____,4,,__,72928,17
,29112,30886,____ ____,3,,__,73422,12
,29113,30887,____ ____,5,,__,72930,19
,29114,30888,____ ____,4,,__,73419,18
,29115,30889,____ ____,4,,__,130302,13
,29116,30890,____ ____,4,,__,76684,17
,29117,30891,____ ____,4,,__,76682,13
,29118,30892,____ ____,3,,__,73421,16
,29119,30893,____ ____,4,,__,76582,13
,29120,30894,____ ____,4,,__,76680,17
,29121,30895,____ ____,3,,__,77045,19
,29122,30896,____ ____,4,,__,69757,17
,29123,30897,____ ____,4,,__,77923,14
,29124,30898,____ ____,3,,__,73423,15
,29125,30899,____ ____,4,,_____ ____ ______,76584,13
,29126,30900,____ ____,3,,__,77038,14
,29127,30901,____ ____,3,,__,77047,17
,29128,30902,____ ____,4,,__,76691,16
,29129,30903,____ ____,4,,__,74595,18
,29130,30904,____ ____,3,,__,76586,15
,29131,30905,____ ____,3,,__,77040,13
,29132,30906,____ ____,4,,__,73425,18
,29133,30907,____ ____,3,,__,77049,17
,29134,30908,____ ____,4,,__,74593,14
,29135,30909,____ ____,4,,__,76693,18
,29136,30910,____ ____,3,,__,73430,12
,29137,30911,____ ____,4,,__,77042,19
,29138,30912,____ ____,3,,__,76585,17
,29140,30914,____ ____,3,,__,77052,12
,29141,30915,____ ____,2,,__,76543,11
,29142,30916,____ ____,4,,__,76550,13
,29143,30917,____ ____,4,,__,76501,20
,29144,30918,____ ____,3,,__,77054,14
,29145,30919,____ ____,3,,__,130300,14
,29146,30920,____ ____,4,,__,76502,18
,29147,30921,____ ____,3,,__,77056,12
,29148,30922,____ ____,4,,__,76553,15
,29149,30923,____ ____,3,,__,76522,11
,29150,30924,____ ____,4,,__,76549,16
,29151,30925,____ ____,3,,__,76521,13
,29152,30926,____ ____,3,,__,76519,15
,29153,30927,____ ____,3,,__,76517,14
,29154,30928,____ ____,4,,__,74567,17
,29155,30929,____ ____,4,,_____ ____ ______,74582,14
,29156,30930,____ ____,4,,__,76546,16
,29157,30931,____ ____,4,,__,76539,18
,29158,30932,____ ____,4,,__,76497,18
,29159,30933,____ ____,4,,__,72949,17
,29160,30934,____ ____,4,,__,77050,16
,29161,30935,____ ____,3,,__,76548,17
,29162,30936,____ ____,3,,__,76541,10
,29163,30937,____ ____,4,,__,76499,17
,29164,30938,____ ____,3,,__,77051,13
,29165,30939,____ ____,3,,__,50524,12
,29166,30940,____ ____,3,,__,77055,12
,29167,30941,____ ____,5,,__,74591,19
,29168,30942,____ ____,3,,__,77053,16
,29169,30943,____ ____,4,,__,77046,16
,29170,30944,____ ____,3,,__,76544,13
,29171,30945,____ ____,4,,__,76537,14
,29172,30946,____ ____,4,,__,74584,14
,29173,30947,____ ____,3,,__,77048,12
,29174,30948,____ ____,4,,_____ ____ ______,76696,13
,29175,30949,____ ____,4,,__,73432,18
,29176,30950,____ ____,4,,__,77044,14
,29177,30951,____ ____,5,,__,130299,14
,29178,30952,____ ____,4,,__,76698,14
,29179,30953,____ ____,4,,__,74564,19
,29183,30957,____ ____,1,,__,56428,21
,29184,30958,____ ____,3,,__,56287,18
,29185,30959,____ ____,3,,__,69067,18
,29186,30960,____ ____,4,,_____ ____ ______,69061,17
,29187,30961,____ ____,3,,__,69063,17
,29188,30962,____ ____,4,,__,69060,14
,29189,30963,____ ____,4,,__,69062,14
,29190,30964,____ ____,4,,_____ ____ ______,69057,21
,29191,30965,____ ____,4,,__,69059,21
,29192,30966,____ ____,4,,_____ ____ ______,69049,14
,29193,30967,____ ____,4,,__,77652,16
,29194,30968,____ ____,4,,_____ ____ ______,77655,13
,29195,30969,____ ____,4,,_____ ____ ______,130323,13
,29196,30970,____ ____,3,,__,77651,13
,29197,30971,____ ____,3,,__,77653,13
,29198,30972,____ ____,4,,__,65600,13
,29199,30973,____ ____,5,,_____ ____ ______,65599,16
,29200,30974,____ ____,3,,__,65601,16
,29201,30975,____ ____,4,,__,65596,19
,29202,30976,____ ____,4,,__,130052,19
,29203,30977,____ ____,4,,_____ ____ ______,65592,16
,29204,30978,____ ____,3,,__,65594,16
,29205,30979,____ ____,3,,__,72879,18
,29206,30980,____ ____,4,,__,72881,18
,29207,30981,____ ____,4,,_____ ____ ______,69047,14
,29208,30982,____ ____,4,,_____ ____ ______,66046,18
,29209,30983,____ ____,4,,_____ ____ ______,66044,15
,29212,30986,____ ____,4,,__,142895,14
,29217,30992,____ ____,3,,__,79054,19
,29218,30993,____ ____,3,,__,79051,19
,29219,30996,____ ____,5,,_____ ____ ______,69203,15
,29220,30997,____ ____,4,,__,56289,17
,29221,30998,____ ____,3,,__,69076,17
,29222,30999,____ ____,3,,__,69074,18
,29223,31000,____ ____,4,,__,65602,13
,29224,31001,____ ____,2,,__,78977,9
,29225,31002,____ ____,4,,__,78979,15
,29226,31003,____ ____,3,,__,65604,15
,29227,31004,____ ____,3,,__,78981,15
,29228,31005,____ ____,4,,_____ ____ ______,77143,16
,29229,31006,____ ____,4,,__,77144,16
,29233,31010,____ ____,4,,_____ ____ ______,77372,14
,29234,31011,____ ____,5,,_____ ____ ______,77374,14
,29235,31012,____ ____,3,,_____ ____ ______,77376,14
,29236,31013,____ ____,5,,__,77692,17
,29237,31014,____ ____,4,,__,77693,17
,29238,31015,____ ____,4,,_____ ____ ______,81157,17
,29239,31016,____ ____,4,,_____ ____ ______,81159,17
,29240,31017,____ ____,4,,_____ ____ ______,81161,17
,29241,31018,____ ____,2,,__,73231,14
,29242,31019,____ ____,2,,__,73233,14
,29243,31020,____ ____,4,,_____ ____ ______,81153,17
,29244,31021,____ ____,4,,_____ ____ ______,81155,17
,29245,31022,____ ____,4,,__,77252,18
,29246,31023,____ ____,4,,__,77254,18
,29247,31024,____ ____,5,,_____ ____ ______,77244,21
,29248,31025,____ ____,4,,__,77246,21
,29249,31026,____ ____,4,,_____ ____ ______,77355,21
,29257,31034,____ ____,4,,_____ ____ ______,73222,16
,29258,31035,____ ____,4,,_____ ____ ______,73224,16
,29259,31036,____ ____,4,,_____ ____ ______,77297,15
,29260,31037,____ ____,4,,_____ ____ ______,77299,15
,29261,31038,____ ____,4,,_____ ____ ______,79562,16
,29262,31039,____ ____,4,,__,78999,16
,29263,31040,____ ____,3,,__,77154,16
,29264,31041,____ ____,5,,_____ ____ ______,77155,16
,29265,31042,____ ____,4,,__,79572,17
,29266,31043,____ ____,4,,__,79571,17
,29267,31044,____ ____,3,,__,79575,16
,29268,31045,____ ____,3,,__,79574,16
,29269,31046,____ ____,3,,__,77188,23
,29270,31047,____ ____,5,,_____ ____ ______,56332,23
,29271,31048,____ ____,4,,__,79578,15
,29272,31049,____ ____,4,,_____ ____ ______,79580,15
,29273,31050,____ ____,5,,_____ ____ ______,77381,23
,29274,31051,____ ____,5,,_____ ____ ______,77382,23
,29278,31055,____ ____,4,,_____ ____ ______,82629,19
,29279,31056,____ ____,4,,_____ ____ ______,57796,19
,29292,31069,____ ____,4,,__,77468,15
,29293,31070,____ ____,4,,__,77470,15
,29297,31074,____ ____,1,,__,60878,16
,29298,31075,____ ____,4,,__,73173,16
,29300,31077,____ ____,4,,__,72840,19
,29301,31078,____ ____,4,,__,72838,19
,29302,31080,____ ____,5,,__,73196,17
,29303,31081,____ ____,3,,__,79053,20
,29306,31084,____ ____,4,,_____ ____ ______,77242,17
,29307,31085,____ ____,4,,_____ ____ ______,79564,16
,29309,31087,____ ____,4,,__,69205,15
,29310,31088,____ ____,3,,__,77499,14
,29311,31089,____ ____,4,,__,77500,17
,29312,31090,____ ____,4,,__,77501,22
,29313,31091,____ ____,4,,__,130318,22
,29327,31106,____ ____,4,,__,142903,13
,29328,31107,____ ____,4,,__,77462,16
,29329,31108,____ ____,3,,__,79577,13
,29330,31109,____ ____,4,,_____ ____ ______,66055,15
,29331,31110,____ ____,4,____ _____,__,72867,17
,29332,31111,____ ____,4,,_____ ____ ______,66053,17
,29333,31112,____ ____,1,,__,77612,5
,29334,31113,____ ____,4,,__,77609,18
,29335,31114,____ ____,4,,__,77607,16
,29336,31115,____ ____,5,,__,77605,16
,29337,31116,____ ____,4,,__,77567,19
,29338,31117,____ ____,3,,__,77603,15
,29339,31118,____ ____,4,,__,130321,17
,29340,31119,____ ____,3,,__,77563,12
,29341,31120,____ ____,4,,_____ ____ ______,77561,15
,29342,31121,____ ____,4,,__,72865,14
,29343,31122,____ ____,4,,_____ ____ ______,66057,17
,29344,31123,____ ____,1,,__,51066,17
,29345,31124,____ ____,1,,__,51061,15
,29346,31125,____ ____,3,,__,69598,13
,29347,31126,____ ____,3,,__,69599,13
,29348,31127,____ ____,4,,_____ ____ ______,77166,19
,29349,31128,____ ____,4,,_____ ____ ______,69605,18
,29350,31129,____ ____,4,,_____ ____ ______,69604,19
,29351,31130,____ ____,5,,__,69603,23
,29352,31131,____ ____,4,,__,69601,17
,29353,31132,____ ____,1,,__,69589,18
,29354,31133,____ ____,1,,__,79567,16
,29355,31134,____ ____,4,,__,66034,16
,29356,31135,____ ____,1,,__,66030,4
,29357,31136,____ ____,3,,__,66032,15
,29358,31137,____ ____,4,,__,65586,20
,29359,31138,____ ____,4,,_____ ____ ______,130051,20
,29360,31139,____ ____,2,,_____ ____ ______,65582,20
,29361,31140,____ ____,4,,__,65584,20
,29362,31141,____ ____,4,,__,65587,20
,29363,31142,____ ____,3,,__,65589,20
,29364,31143,____ ____,4,,__,65583,15
,29365,31144,____ ____,4,,__,65585,15
,29366,31145,____ ____,4,,__,72876,15
,29367,31146,____ ____,4,,__,72878,15
,29368,31147,____ ____,3,,__,69065,14
,29369,31148,____ ____,4,,_____ ____ ______,69064,17
,29370,31149,____ ____,4,,__,78962,17
,29372,31151,____ ____,1,,__,51087,5
,29373,31152,____ ____,1,,__,51088,15
,29374,31153,____ ____,1,,__,51095,5
,29375,31154,____ ____,1,,__,51099,24
,29376,31155,____ ____,4,,_____ ____ ______,69051,13
,29377,31156,____ ____,4,,__,72874,15
,29378,31157,____ ____,4,,_____ ____ ______,65581,18
,29379,31158,____ ____,3,,__,65591,13
,29380,31159,____ ____,3,,__,65593,11
,29381,31160,____ ____,5,,__,77656,21
,29382,31161,____ ____,4,,_____ ____ ______,77658,17
,29383,31162,____ ____,3,,__,130197,13
,29384,31163,____ ____,4,,_____ ____ ______,77659,14
,29385,31164,____ ____,3,,__,77660,11
,29386,31165,____ ____,3,,__,69215,14
,29387,31166,____ ____,2,,__,69120,9
,29388,31167,____ ____,4,,_____ ____ ______,66051,19
,29389,31168,____ ____,3,,_____ ____ ______,69146,13
,29390,31169,____ ____,4,,_____ ____ ______,66050,13
,29391,31170,____ ____,4,,__,66048,19
,29392,31171,____ ____,4,,__,66042,21
,29394,31173,____ ____,1,,__,142369,4
,29395,31174,____ ____,4,,__,69199,14
,29396,31175,____ ____,4,,__,69044,19
,29399,31178,____ ____,4,,__,77614,16
,29400,31179,____ ____,4,,__,77593,13
,29401,31180,____ ____,4,,__,77571,18
,29402,31181,____ ____,3,,__,77569,17
,29405,31184,____ ____,5,,__,77113,18
,29410,31189,____ ____,4,,__,73363,14
,29411,31190,____ ____,4,,__,73365,15
,29412,31191,____ ____,3,,__,69218,11
,29413,31192,____ ____,1,,__,72888,14
,29414,31193,____ ____,3,,__,69220,16
,29415,31194,____ ____,5,,__,72890,17
,29416,31195,____ ____,4,,__,77078,13
,29417,31196,____ ____,4,,_____ ____ ______,77079,15
,29418,31197,____ ____,3,,__,69575,12
,29419,31198,____ ____,4,,_____ ____ ______,69211,13
,29420,31199,____ ____,4,,_____ ____ ______,69213,13
,29421,31200,____ ____,4,,__,73367,15
,29422,31201,____ ____,3,,__,73369,16
,29423,31202,____ ____,3,,__,78990,16
,29424,31203,____ ____,3,,__,73364,10
,29425,31204,____ ____,3,,__,69217,15
,29426,31205,____ ____,4,,_____ ____ ______,69070,15
,29427,31206,____ ____,1,,__,77661,16
,29428,31207,____ ____,3,,__,77671,15
,29429,31208,____ ____,5,,__,78991,20
,29430,31209,____ ____,4,,_____ ____ ______,77669,16
,29431,31210,____ ____,3,,__,73366,15
,29432,31211,____ ____,4,,__,69075,16
,29433,31212,____ ____,3,,__,78992,15
,29434,31213,____ ____,4,,__,73371,19
,29435,31214,____ ____,3,,__,130210,13
,29436,31215,____ ____,3,,__,77674,15
,29437,31216,____ ____,4,,__,130198,16
,29438,31217,____ ____,4,,__,78993,18
,29439,31218,____ ____,4,,__,73217,17
,29440,31219,____ ____,4,,__,77670,10
,29441,31220,____ ____,4,,_____ ____ ______,73373,19
,29442,31221,____ ____,3,,__,73215,14
,29443,31222,____ ____,4,,__,77668,15
,29444,31223,____ ____,3,,__,69085,15
,29445,31224,____ ____,4,,__,73370,14
,29446,31225,____ ____,4,,_____ ____ ______,73209,16
,29447,31226,____ ____,3,,__,73207,14
,29448,31227,____ ____,3,,__,69088,15
,29450,31229,____ ____,4,,__,69081,19
,29451,31230,____ ____,4,,_____ ____ ______,73198,17
,29452,31231,____ ____,5,,__,77007,16
,29453,31232,____ ____,4,,_____ ____ ______,77009,13
,29454,31233,____ ____,6,,__,72901,20
,29455,31234,____ ____,1,,__,72903,17
,29458,31237,____ ____,3,,__,78970,6
,29459,31238,____ ____,4,,__,77013,18
,29460,31239,____ ____,4,,_____ ____ ______,77082,17
,29461,31240,____ ____,4,,__,77080,16
,29462,31241,____ ____,1,,__,77083,4
,29463,31242,____ ____,3,,__,77085,15
,29464,31243,____ ____,4,,_____ ____ ______,77017,15
,29465,31244,____ ____,3,,__,130145,13
,29466,31245,____ ____,4,,__,69578,12
,29467,31246,____ ____,6,___ _______,__,77020,30
,29468,31247,____ ____,3,,__,69588,18
,29480,31259,____ ____,4,,_____ ____ ______,77349,17
,29481,31260,____ ____,4,,_____ ____ ______,73164,16
,29482,31261,____ ____,4,,_____ ____ ______,77261,16
,29483,31262,____ ____,4,,_____ ____ ______,73162,20
,29484,31263,____ ____,4,,__,77259,19
,29485,31264,____ ____,4,,_____ ____ ______,77257,16
,29486,31265,____ ____,3,,__,77255,16
,29487,31266,____ ____,4,,_____ ____ ______,73161,18
,29488,31267,____ ____,4,,_____ ____ ______,77348,17
,29489,31268,____ ____,4,,__,73153,14
,29490,31269,____ ____,4,,_____ ____ ______,77245,15
,29491,31270,____ ____,3,,__,73149,16
,29492,31271,____ ____,3,,__,77313,14
,29494,31273,____ ____,4,,_____ ____ ______,77238,19
,29495,31274,____ ____,3,,__,77316,17
,29496,31275,____ ____,3,,_____ ____ ______,77226,11
,29497,31276,____ ____,4,,__,77354,19
,29498,31277,____ ____,1,,__,77224,4
,29499,31278,____ ____,4,,_____ ____ ______,77357,18
,29500,31279,____ ____,3,,__,78976,16
,29501,31280,____ ____,4,,_____ ____ ______,77227,17
,29502,31281,____ ____,4,,_____ ____ ______,77296,17
,29503,31282,____ ____,4,,_____ ____ ______,77359,18
,29505,31284,____ ____,4,,_____ ____ ______,77356,19
,29506,31285,____ ____,4,,_____ ____ ______,77320,18
,29507,31286,____ ____,4,,_____ ____ ______,73229,17
,29509,31288,____ ____,4,,_____ ____ ______,77361,20
,29510,31289,____ ____,5,,__,77358,23
,29511,31290,____ ____,3,,__,73225,16
,29512,31291,____ ____,4,,__,73223,14
,29513,31292,____ ____,4,,_____ ____ ______,73228,18
,29514,31293,____ ____,5,,_____ ____ ______,77363,19
,29515,31294,____ ____,4,,__,77360,20
,29516,31295,____ ____,4,,__,73226,15
,29518,31297,____ ____,5,,_____ ____ ______,77365,19
,29519,31298,____ ____,4,,_____ ____ ______,81163,15
,29520,31299,____ ____,4,,_____ ____ ______,73514,15
,29521,31300,____ ____,5,,__,73513,26
,29522,31301,____ ____,4,,__,77301,18
,29523,31302,____ ____,4,,__,73512,18
,29524,31303,____ ____,3,,__,78984,13
,29525,31304,____ ____,4,,_____ ____ ______,73511,17
,29526,31305,____ ____,4,,_____ ____ ______,77362,19
,29527,31306,____ ____,4,,_____ ____ ______,77368,19
,29528,31307,____ ____,5,,__,78994,13
,29529,31308,____ ____,4,,_____ ____ ______,73506,18
,29530,31309,____ ____,4,,__,78986,14
,29531,31310,____ ____,4,,_____ ____ ______,73504,18
,29532,31311,____ ____,1,,__,73502,5
,29533,31312,____ ____,4,,__,73500,19
,29534,31313,____ ____,4,,__,73498,20
,29535,31314,____ ____,4,,__,78996,16
,29536,31315,____ ____,4,,_____ ____ ______,73496,19
,29537,31316,____ ____,4,,_____ ____ ______,73214,17
,29538,31317,____ ____,4,,__,73212,17
,29539,31318,____ ____,4,,__,78988,17
,29540,31319,____ ____,4,,__,73508,19
,29541,31320,____ ____,4,,_____ ____ ______,73510,17
,29542,31321,____ ____,3,,__,73372,16
,29543,31322,____ ____,4,,_____ ____ ______,73507,17
,29544,31323,____ ____,4,,_____ ____ ______,77364,18
,29545,31324,____ ____,3,,__,73208,15
,29546,31325,____ ____,4,,__,77151,14
,29547,31326,____ ____,3,,__,79570,17
,29549,31328,____ ____,4,,_____ ____ ______,77008,21
,29550,31329,____ ____,5,,_____ ____ ______,77152,16
,29551,31330,____ ____,4,,_____ ____ ______,77370,18
,29552,31331,____ ____,5,,_____ ____ ______,77377,19
,29553,31332,____ ____,1,,__,73382,16
,29554,31333,____ ____,4,,_____ ____ ______,77189,17
,29555,31334,____ ____,3,,__,77187,18
,29556,31335,____ ____,4,,__,73385,15
,29557,31336,____ ____,3,,__,77185,18
,29558,31337,____ ____,3,,__,79569,16
,29559,31338,____ ____,3,,__,77153,15
,29560,31339,____ ____,3,,__,77131,17
,29561,31340,____ ____,3,____ _____ ______,__,77010,18
,29562,31341,____ ____,3,,__,73384,13
,29563,31342,____ ____,4,,__,73388,16
,29564,31343,____ ____,4,,__,77156,17
,29565,31344,____ ____,4,,__,77011,17
,29566,31345,____ ____,4,,__,77133,17
,29567,31346,____ ____,4,,_____ ____ ______,77097,14
,29568,31347,____ ____,3,,__,77157,12
,29569,31348,____ ____,1,,__,73387,22
,29570,31349,____ ____,4,,_____ ____ ______,77192,14
,29571,31350,____ ____,4,,_____ ____ ______,77158,15
,29572,31351,____ ____,3,,__,77134,15
,29574,31353,____ ____,4,,_____ ____ ______,77099,14
,29575,31354,____ ____,2,,__,77159,11
,29576,31355,____ ____,4,,_____ ____ ______,77194,17
,29577,31356,____ ____,4,,__,73389,17
,29578,31357,____ ____,3,,__,77177,13
,29579,31358,____ ____,5,,__,73390,20
,29580,31359,____ ____,4,,__,77175,12
,29581,31360,____ ____,3,,__,77160,18
,29582,31361,____ ____,3,,__,77161,15
,29583,31362,____ ____,3,,__,73391,13
,29584,31363,____ ____,4,,__,73393,16
,29585,31364,____ ____,4,,_____ ____ ______,77162,19
,29586,31365,____ ____,4,,_____ ____ ______,77086,17
,29587,31366,____ ____,4,,__,73392,18
,29588,31367,____ ____,4,,_____ ____ ______,77103,16
,29589,31368,____ ____,4,,__,73395,14
,29590,31369,____ ____,4,,_____ ____ ______,77164,16
,29591,31370,____ ____,4,,_____ ____ ______,77098,16
,29592,31371,____ ____,4,,__,77104,17
,29593,31372,____ ____,4,,__,73394,16
,29594,31373,____ ____,4,,_____ ____ ______,77163,19
,29595,31374,____ ____,4,,_____ ____ ______,73397,16
,29596,31375,____ ____,4,,_____ ____ ______,77690,15
,29597,31376,____ ____,4,,_____ ____ ______,77145,15
,29598,31377,____ ____,4,,_____ ____ ______,77366,17
,29599,31378,____ ____,3,,__,73204,15
,29600,31379,____ ____,3,,__,73202,15
,29601,31380,____ ____,4,,__,79000,16
,29602,31381,____ ____,4,,__,73495,16
,29603,31382,____ ____,4,,__,73376,19
,29604,31383,____ ____,1,,__,73381,16
,29605,31384,____ ____,5,,_____ ____ ______,77373,18
,29606,31385,____ ____,4,,__,77148,14
,29607,31386,____ ____,3,,__,73499,17
,29608,31387,____ ____,4,,__,77147,14
,29609,31388,____ ____,4,,_____ ____ ______,77125,16
,29610,31389,____ ____,4,,__,130211,17
,29611,31390,____ ____,5,,_____ ____ ______,77105,16
,29612,31391,____ ____,3,,__,77100,13
,29613,31392,____ ____,3,,__,73396,13
,29614,31393,____ ____,3,,__,73399,17
,29615,31394,____ ____,4,,__,69591,13
,29616,31395,____ ____,4,,_____ ____ ______,69586,17
,29617,31396,____ ____,3,,__,69583,11
,29624,31403,____ ____,3,,__,68532,15
,29625,31404,____ ____,1,,__,68537,13
,29626,31405,____ ____,3,,__,68539,13
,29628,31407,____ ____,4,,_____ ____ ______,81122,18
,29629,31408,____ ____,4,,_____ ____ ______,81124,18
,29630,31409,____ ____,4,,_____ ____ ______,81126,18
,29631,31410,____ ____,4,,_____ ____ ______,81128,19
,29632,31411,____ ____,4,,_____ ____ ______,81131,16
,29633,31412,____ ____,4,,_____ ____ ______,72826,16
,29634,31413,____ ____,5,,__,77508,25
,29635,31414,____ ____,5,,__,77510,25
,29636,31415,____ ____,4,,_____ ____ ______,72827,18
,29637,31416,____ ____,5,,_____ ____ ______,81137,18
,29640,31419,____ ____,5,,__,77507,16
,29641,31420,____ ____,4,,__,68534,19
,29642,31421,____ ____,4,,__,68279,23
,29643,31422,____ ____,4,,_____ ____ ______,82614,16
,29644,31423,____ ____,4,,_____ ____ ______,68295,19
,29647,31426,____ ____,4,,__,73148,15
,29653,31432,____ ____,1,,__,53849,13
,29654,31433,____ ____,3,,__,77486,13
,29655,31434,____ ____,4,,__,77488,17
,29658,31437,____ ____,3,,__,77489,16
,29659,31438,____ ____,3,,__,77483,18
,29662,31441,____ ____,3,,__,77485,18
,29669,31448,____ ____,4,,_____ ____ ______,82616,15
,29670,31449,____ ____,4,,_____ ____ ______,82613,19
,29671,31450,____ ____,4,,_____ ____ ______,68296,17
,29673,31452,____ ____,4,,_____ ____ ______,68297,17
,29676,31455,____ ____,4,,_____ ____ ______,68299,18
,29678,31457,____ ____,4,,_____ ____ ______,68300,18
,29679,31458,____ ____,4,,__,77630,21
,29680,31459,____ ____,4,,__,82625,16
,29681,31460,____ ____,2,,__,77624,8
,29682,31461,____ ____,3,,__,77622,13
,29684,31463,____ ____,3,,__,77620,12
,29685,31464,____ ____,3,,__,82626,20
,29686,31465,____ ____,4,,__,77582,20
,29687,31466,____ ____,4,,__,77580,17
,29688,31467,____ ____,4,,__,77618,12
,29689,31468,____ ____,4,,_____ ____ ______,82624,18
,29690,31469,____ ____,4,,__,77579,20
,29691,31470,____ ____,3,,__,77577,14
,29692,31471,____ ____,2,,__,77583,10
,29693,31472,____ ____,3,,_____ ____ ______,72828,11
,29694,31473,____ ____,3,,__,130322,20
,29695,31474,____ ____,4,,_____ ____ ______,72830,15
,29696,31475,____ ____,4,,__,77573,15
,29697,31476,____ ____,4,,__,72832,18
,29698,31477,____ ____,5,,__,77581,19
,29700,31479,____ ____,4,,__,77578,18
,29701,31480,____ ____,4,,__,77490,17
,29702,31481,____ ____,5,,_____ ____ ______,72829,18
,29703,31482,____ ____,4,,_____ ____ ______,72831,19
,29704,31483,____ ____,4,,_____ ____ ______,72833,20
,29705,31484,____ ____,3,,__,72841,13
,29706,31485,____ ____,4,,__,77572,14
,29707,31486,____ ____,4,,__,72835,16
,29708,31487,____ ____,3,,__,72843,13
,29709,31488,____ ____,4,,__,77570,20
,29711,31490,____ ____,4,,_____ ____ ______,72845,13
,29713,31492,____ ____,4,,__,77327,19
,29714,31493,____ ____,3,,__,72868,17
,29715,31494,____ ____,3,,__,130315,15
,29716,31495,____ ____,4,,__,77517,16
,29717,31496,____ ____,3,,__,77337,11
,29718,31497,____ ____,3,,__,72870,15
,29719,31498,____ ____,4,,__,77465,19
,29720,31499,____ ____,4,,__,77516,18
,29721,31500,____ ____,4,,__,77441,18
,29722,31501,____ ____,4,,__,77540,18
,29723,31502,____ ____,4,,__,77543,15
,29724,31503,____ ____,4,,_____ ____ ______,77338,18
,29725,31504,____ ____,4,,__,77339,18
,29726,31505,____ ____,3,,__,77409,12
,29727,31506,____ ____,4,,_____ ____ ______,77405,17
,29728,31507,____ ____,3,,__,77407,17
,29729,31508,____ ____,3,,__,77467,15
,29730,31509,____ ____,4,,__,77443,17
,29731,31510,____ ____,3,,__,77464,15
,29733,31512,____ ____,4,,__,78963,16
,29734,31513,____ ____,4,,__,77341,17
,29735,31514,____ ____,4,,_____ ____ ______,77442,18
,29736,31515,____ ____,4,,__,77544,16
,29737,31516,____ ____,4,,__,77445,17
,29738,31517,____ ____,4,,__,77340,18
,29739,31518,____ ____,4,,__,77469,16
,29740,31519,____ ____,5,,__,77466,15
,29741,31520,____ ____,5,,__,130352,17
,29742,31521,____ ____,3,,__,73179,17
,29743,31522,____ ____,4,,__,77545,19
,29744,31523,____ ____,3,,__,73177,19
,29745,31524,____ ____,5,,__,77343,17
,29746,31525,____ ____,1,,__,73175,17
,29747,31526,____ ____,3,,__,77471,12
,29748,31527,____ ____,4,,__,78965,15
,29749,31528,____ ____,4,,__,77333,14
,29751,31530,____ ____,4,,__,72856,16
,29752,31531,____ ____,4,,_____ ____ ______,77436,20
,29753,31532,____ ____,4,,__,77437,17
,29754,31533,____ ____,3,,__,77461,16
,29755,31534,____ ____,3,,__,77334,16
,29756,31535,____ ____,3,,__,77460,17
,29758,31537,____ ____,4,,__,130320,18
,29759,31538,____ ____,4,,__,72858,17
,29760,31539,____ ____,4,,__,77410,18
,29761,31540,____ ____,4,,_____ ____ ______,77408,16
,29762,31541,____ ____,4,,__,77335,16
,29763,31542,____ ____,5,,__,72864,15
,29764,31543,____ ____,4,,__,77521,12
